Region,month,year,Serotype,Animaltype
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
South America,1,2017,H7N6,Domestic
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
South America,1,2017,H7N6,Domestic
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N3,Domestic
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,Domestic
Asia,1,2017,H7N9,Domestic
Asia,1,2017,H7N9,Domestic
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
South America,12,2016,H7,Domestic
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,Domestic
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
North America,12,2016,H7N2,Domestic
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,12,2016,H7N9,
Asia,11,2016,H7N9,
Asia,11,2016,H7N9,
Asia,11,2016,H7N9,
Asia,11,2016,H7N9,
Asia,11,2016,H7N9,
Asia,11,2016,H7N9,
Africa,11,2016,H7N2,Domestic
Africa,10,2016,H7N1,Wild
Africa,10,2016,H7N1,Wild
Africa,10,2016,H7N1,Wild
Africa,10,2016,H7N1,Wild
Africa,10,2016,H7N1,Wild
Africa,10,2016,H7N1,Wild
Africa,10,2016,H7N1,Wild
Africa,10,2016,H7N1,Wild
Africa,10,2016,H7N1,Wild
Africa,10,2016,H7N1,Wild
Africa,10,2016,H7N1,Wild
Africa,10,2016,H7N1,Wild
Africa,10,2016,H7N1,Wild
Africa,10,2016,H7N1,Wild
Africa,10,2016,H7N1,Wild
Africa,10,2016,H7N1,Wild
Africa,10,2016,H7N1,Wild
Africa,10,2016,H7N1,Wild
Africa,10,2016,H7N1,Wild
Africa,10,2016,H7N1,Wild
Africa,10,2016,H7N1,Wild
Africa,10,2016,H7N1,Wild
Africa,10,2016,H7N1,Wild
Asia,7,2016,H7N9,
Europe,7,2016,H7N7,Captive
Asia,7,2016,H7N9,
Asia,7,2016,H7N9,
Africa,7,2016,H7N2,Domestic
Asia,6,2016,H7N9,
Asia,6,2016,H7N9,
Europe,6,2016,H7N9,Domestic
Asia,5,2016,H7N9,
Asia,5,2016,H7N9,Domestic
Europe,5,2016,H7N7,Domestic
North America,5,2016,H7N3,Domestic
Europe,4,2016,H7N7,Domestic
Europe,4,2016,H7N7,Domestic
Asia,4,2016,H7N9,
North America,4,2016,H7N3,Domestic
Asia,4,2016,H7N9,
North America,4,2016,H7N3,Domestic
North America,4,2016,H7N3,Domestic
Asia,4,2016,H7N9,
North America,4,2016,H7N3,Domestic
North America,4,2016,H7N3,Domestic
North America,4,2016,H7N3,Domestic
North America,3,2016,H7N3,Domestic
North America,3,2016,H7N3,Domestic
North America,3,2016,H7N3,Domestic
Asia,3,2016,H7N9,
Asia,3,2016,H7N9,
North America,3,2016,H7N3,Domestic
Asia,3,2016,H7N9,
Asia,3,2016,H7N9,
North America,3,2016,H7N3,Domestic
Asia,3,2016,H7N9,
Asia,3,2016,H7N9,
North America,3,2016,H7N3,Domestic
Asia,3,2016,H7N9,
Asia,3,2016,H7N9,
North America,3,2016,H7N3,Domestic
North America,3,2016,H7N3,Domestic
North America,3,2016,H7N3,Domestic
Asia,3,2016,H7N9,
North America,3,2016,H7N3,Domestic
Asia,3,2016,H7N9,
Asia,3,2016,H7N9,
Asia,3,2016,H7N9,
Asia,2,2016,H7N9,
Asia,2,2016,H7N9,
North America,2,2016,H7N3,Domestic
Asia,2,2016,H7N9,
Asia,2,2016,H7N9,
North America,2,2016,H7N3,Domestic
Asia,2,2016,H7N9,
North America,2,2016,H7N3,Domestic
Asia,2,2016,H7N9,
Asia,2,2016,H7N9,
North America,2,2016,H7N3,Domestic
Asia,2,2016,H7N9,
Asia,2,2016,H7N9,
Asia,2,2016,H7N9,
Asia,2,2016,H7N9,
Asia,2,2016,H7N9,
Asia,2,2016,H7N9,
Asia,2,2016,H7N9,
Asia,2,2016,H7N9,
Asia,2,2016,H7N9,
Asia,2,2016,H7N9,
Asia,2,2016,H7N9,
Asia,2,2016,H7N9,
Asia,2,2016,H7N9,
North America,2,2016,H7N3,Domestic
Asia,2,2016,H7N9,
Asia,2,2016,H7N9,
Asia,2,2016,H7N9,
Asia,2,2016,H7N9,
Asia,1,2016,H7N9,
Asia,1,2016,H7N9,Domestic
Asia,1,2016,H7N9,Domestic
Asia,1,2016,H7N9,
Asia,1,2016,H7N9,
Asia,1,2016,H7N9,
Asia,1,2016,H7N9,
Asia,1,2016,H7N9,
Asia,1,2016,H7N9,
North America,1,2016,H7N3,Domestic
North America,1,2016,H7N3,Domestic
North America,1,2016,H7N3,Domestic
North America,1,2016,H7N3,Domestic
North America,1,2016,H7N3,Domestic
Asia,1,2016,H7N9,
North America,1,2016,H7N3,Domestic
Asia,1,2016,H7N9,
Asia,1,2016,H7N9,
Asia,1,2016,H7N9,
Asia,1,2016,H7N9,
Asia,1,2016,H7N9,
Asia,1,2016,H7N9,
Asia,1,2016,H7N9,
Asia,1,2016,H7N9,
Asia,1,2016,H7N9,
Asia,1,2016,H7N9,
Asia,1,2016,H7N9,
North America,1,2016,H7N8,Domestic
North America,1,2016,H7N8,Domestic
North America,1,2016,H7N8,Domestic
North America,1,2016,H7N8,Domestic
North America,1,2016,H7N8,Domestic
North America,1,2016,H7N8,Domestic
North America,1,2016,H7N8,Domestic
North America,1,2016,H7N8,Domestic
Asia,1,2016,H7N9,
Asia,1,2016,H7N9,
Asia,1,2016,H7N9,
Asia,1,2016,H7N9,
North America,1,2016,H7N8,Domestic
Asia,1,2016,H7N9,
Asia,1,2016,H7N9,
Asia,1,2016,H7N9,
Asia,1,2016,H7N9,
Asia,1,2016,H7N9,
Asia,1,2016,H7N9,
Asia,1,2016,H7N9,
Asia,1,2016,H7N9,
Asia,1,2016,H7N9,
Asia,1,2016,H7N9,
Asia,12,2015,H7N9,
Asia,12,2015,H7N9,
Asia,12,2015,H7N9,
Asia,12,2015,H7N9,
Asia,12,2015,H7N9,
Asia,12,2015,H7N9,
Asia,12,2015,H7N9,
Asia,12,2015,H7N9,
Asia,12,2015,H7N9,
Asia,12,2015,H7N9,
Asia,12,2015,H7N9,
Asia,12,2015,H7N9,
Asia,12,2015,H7N9,
Asia,12,2015,H7N9,
Asia,12,2015,H7N9,
Asia,12,2015,H7N9,
Asia,12,2015,H7N9,
Asia,12,2015,H7N9,
Asia,11,2015,H7N9,
Asia,11,2015,H7N9,
Asia,11,2015,H7N9,
North America,10,2015,H7N3,Domestic
Asia,10,2015,H7N9,
Asia,9,2015,H7N9,
Asia,9,2015,H7N9,
Africa,8,2015,H7,Domestic
North America,8,2015,H7N3,Domestic
Europe,7,2015,H7N7,Domestic
Europe,7,2015,H7N7,Domestic
Europe,6,2015,H7N7,Domestic
North America,4,2015,H7N3,Wild
North America,4,2015,H7N3,Wild
Asia,4,2015,H7N9,
Asia,4,2015,H7N9,
Asia,4,2015,H7N9,
Asia,3,2015,H7N9,
Europe,3,2015,H7,Domestic
Asia,3,2015,H7N9,
Europe,3,2015,H7N7,Domestic
North America,3,2015,H7N3,Domestic
North America,3,2015,H7N3,Domestic
North America,3,2015,H7N3,Domestic
Europe,2,2015,H7N7,Domestic
Asia,2,2015,H7N9,
Asia,2,2015,H7N9,
Asia,2,2015,H7N9,
North America,1,2015,H7N9,
Europe,1,2015,H7N7,Domestic
Asia,1,2015,H7N9,
Asia,1,2015,H7N9,
Asia,1,2015,H7N9,
North America,1,2015,H7N9,
Asia,1,2015,H7N9,
Asia,1,2015,H7N9,
Asia,1,2015,H7N9,
Asia,12,2014,H7N9,Domestic
Asia,12,2014,H7N9,Domestic
Asia,12,2014,H7N9,Domestic
Asia,12,2014,H7N9,Domestic
Asia,12,2014,H7N9,Domestic
Asia,12,2014,H7N9,Domestic
Asia,12,2014,H7N9,Domestic
Asia,12,2014,H7N9,Domestic
Asia,12,2014,H7N9,Domestic
Asia,12,2014,H7N9,Domestic
Asia,12,2014,H7N9,
Asia,12,2014,H7N9,
Asia,12,2014,H7N9,
Asia,12,2014,H7N9,
Asia,12,2014,H7N9,
Asia,12,2014,H7N9,
Asia,12,2014,H7N9,
Asia,12,2014,H7N9,
Asia,12,2014,H7N9,
Asia,12,2014,H7N9,
Asia,12,2014,H7N9,
Asia,12,2014,H7N9,
Asia,12,2014,H7N9,
Asia,12,2014,H7N9,
Asia,12,2014,H7N9,
Asia,12,2014,H7N9,
Asia,12,2014,H7N9,
Asia,12,2014,H7N9,
Asia,12,2014,H7N9,
Asia,12,2014,H7N9,
Asia,12,2014,H7N9,
Asia,12,2014,H7N9,
Asia,11,2014,H7N9,
Asia,11,2014,H7N9,Environmental sample
Asia,11,2014,H7N9,
Asia,11,2014,H7N9,
Asia,11,2014,H7N9,
Asia,11,2014,H7N9,
Asia,11,2014,H7N9,
Asia,11,2014,H7N9,
Asia,11,2014,H7N9,
Asia,11,2014,H7N9,
Asia,11,2014,H7N9,
Asia,11,2014,H7N9,
Asia,11,2014,H7N9,
Asia,11,2014,H7N9,
Asia,10,2014,H7N9,
Asia,10,2014,H7N9,
Asia,9,2014,H7N9,
Asia,9,2014,H7N9,
North America,8,2014,H7N3,Domestic
North America,8,2014,H7N3,Domestic
Africa,8,2014,H7N1,Domestic
Asia,8,2014,H7N9,
Asia,7,2014,H7N9,Domestic
Asia,7,2014,H7N9,Domestic
Asia,7,2014,H7N9,Domestic
Asia,7,2014,H7N9,Domestic
Asia,7,2014,H7N9,Domestic
Asia,7,2014,H7N9,
Asia,7,2014,H7N9,Domestic
Asia,6,2014,H7N9,Domestic
Asia,6,2014,H7N9,Domestic
Europe,6,2014,H7N1,Domestic
Asia,6,2014,H7N9,Domestic
Asia,6,2014,H7N9,Domestic
Asia,6,2014,H7N9,Domestic
Asia,6,2014,H7N9,Domestic
Asia,6,2014,H7N9,Domestic
Asia,6,2014,H7N9,Domestic
Asia,6,2014,H7N9,Domestic
Asia,6,2014,H7N9,Domestic
Asia,6,2014,H7N9,
Asia,6,2014,H7N9,Domestic
Asia,6,2014,H7N9,Domestic
Asia,6,2014,H7N9,Domestic
Asia,6,2014,H7N9,Domestic
Asia,6,2014,H7N9,
Asia,5,2014,H7N9,
Asia,5,2014,H7N9,
Africa,5,2014,H7N7,Domestic
Asia,5,2014,H7N9,
Asia,5,2014,H7N9,
Asia,5,2014,H7N9,
Asia,5,2014,H7N9,
Asia,5,2014,H7N9,
Asia,5,2014,H7N9,
Asia,5,2014,H7N9,
Asia,5,2014,H7N9,
Asia,5,2014,H7N9,Domestic
Asia,5,2014,H7N9,Domestic
Asia,5,2014,H7N9,Domestic
Asia,5,2014,H7N9,
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,
Asia,4,2014,H7N9,
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,
Asia,4,2014,H7N9,
Asia,4,2014,H7N9,
Asia,4,2014,H7N9,
Asia,4,2014,H7N9,
Asia,4,2014,H7N9,
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,Domestic
Asia,4,2014,H7N9,
Africa,4,2014,H7N7,Domestic
Asia,3,2014,H7N9,
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,
Asia,3,2014,H7N9,
Europe,3,2014,H7,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,
Asia,3,2014,H7N9,
Asia,3,2014,H7N9,
Asia,3,2014,H7N9,
Asia,3,2014,H7N9,
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,
Asia,3,2014,H7N9,
Asia,3,2014,H7N9,
Asia,3,2014,H7N9,
Asia,3,2014,H7N9,
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,
Asia,3,2014,H7N9,
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,Domestic
Asia,3,2014,H7N9,
Asia,2,2014,H7N9,
Asia,2,2014,H7N9,
Asia,2,2014,H7N9,
Asia,2,2014,H7N9,
Asia,2,2014,H7N9,
Asia,2,2014,H7N9,
Asia,2,2014,H7N9,
Asia,2,2014,H7N9,
Asia,2,2014,H7N9,
Asia,2,2014,H7N9,Domestic
Asia,2,2014,H7N9,
Asia,2,2014,H7N9,Domestic
Asia,2,2014,H7N9,Domestic
Asia,2,2014,H7N9,
Asia,2,2014,H7N9,Domestic
Asia,2,2014,H7N9,Domestic
Asia,2,2014,H7N9,Domestic
Asia,2,2014,H7N9,Domestic
Asia,2,2014,H7N9,Domestic
Asia,2,2014,H7N9,Domestic
Asia,2,2014,H7N9,Domestic
Asia,2,2014,H7N9,Domestic
Asia,2,2014,H7N9,Domestic
Asia,2,2014,H7N9,Domestic
Asia,2,2014,H7N9,Domestic
Asia,2,2014,H7N9,Domestic
Asia,2,2014,H7N9,Domestic
Asia,2,2014,H7N9,Domestic
Asia,2,2014,H7N9,Domestic
Asia,2,2014,H7N9,Domestic
Asia,2,2014,H7N9,Domestic
Asia,2,2014,H7N9,Domestic
Asia,2,2014,H7N9,Domestic
Asia,2,2014,H7N9,Domestic
Asia,2,2014,H7N9,Domestic
Asia,2,2014,H7N9,Domestic
Asia,2,2014,H7N9,Domestic
Asia,2,2014,H7N9,Domestic
Asia,2,2014,H7N9,Domestic
Asia,2,2014,H7N9,Domestic
Asia,2,2014,H7N9,Domestic
Asia,2,2014,H7N9,Domestic
Asia,2,2014,H7N9,Domestic
Asia,2,2014,H7N9,Domestic
Asia,2,2014,H7N9,Domestic
Asia,2,2014,H7N9,Domestic
