Year,Semester,World region,Country,Administrative Division,Disease,Serotype/Subtype/Genotype,Animal Category,Species,Event_id,Outbreak_id,New outbreaks,Susceptible,Measuring units,Cases,Killed,Slaughtered,Deaths
2016,Jul-Dec 2016,Africa,Algeria,Ghardaia,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N1,Wild,Glossy Ibis,-,-,-,-,Animal,4,0,0,4
2016,Jul-Dec 2016,Africa,Algeria,Ghardaia,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N1,Wild,Green Sandpiper,-,-,-,-,Animal,1,0,0,1
2016,Jul-Dec 2016,Africa,Algeria,Ghardaia,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N1,Wild,Grey Heron,-,-,-,-,Animal,1,0,0,1
2016,Jul-Dec 2016,Africa,Algeria,Ghardaia,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N1,Wild,Kentish plover,-,-,-,-,Animal,3,0,0,3
2016,Jul-Dec 2016,Africa,Algeria,Ghardaia,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N1,Wild,Laridae (unidentified),-,-,-,-,Animal,1,0,0,1
2016,Jul-Dec 2016,Africa,Algeria,Ghardaia,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N1,Wild,Little Egret,-,-,-,-,Animal,45,0,0,45
2016,Jul-Dec 2016,Africa,Algeria,Ghardaia,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N1,Wild,Little ringed plover,-,-,-,-,Animal,2,0,0,2
2016,Jul-Dec 2016,Africa,Algeria,Ghardaia,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N1,Wild,Little stint,-,-,-,-,Animal,5,0,0,5
2016,Jul-Dec 2016,Africa,Algeria,Ghardaia,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N1,Wild,Mallard,-,-,-,-,Animal,4,0,0,4
2016,Jul-Dec 2016,Africa,Algeria,Ghardaia,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N1,Wild,Marbled teal,-,-,-,-,Animal,220,0,0,220
2016,Jul-Dec 2016,Africa,Algeria,Ghardaia,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N1,Wild,Northern Shoveler,-,-,-,-,Animal,150,0,0,150
2016,Jul-Dec 2016,Africa,Algeria,Ghardaia,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N1,Wild,Pied avocet,-,-,-,-,Animal,9,0,0,9
2016,Jul-Dec 2016,Africa,Algeria,Ghardaia,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N1,Wild,Ruddy Shelduck,-,-,-,-,Animal,658,0,0,658
2016,Jul-Dec 2016,Africa,Algeria,Ghardaia,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N1,Wild,Ruff,-,-,-,-,Animal,1,0,0,1
2016,Jul-Dec 2016,Africa,Algeria,Ghardaia,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N1,Wild,Wood Sandpiper,-,-,-,-,Animal,4,0,0,4
2016,Jul-Dec 2016,Africa,South Africa,Western Cape Province,Low pathogenic avian influenza (poultry) (2006-2021),H5N2;H7N2,Domestic,Birds,-,-,-,9906,Animal,5254,0,0,0
2016,Jul-Dec 2016,Americas,Chile,Valparaiso,Low pathogenic avian influenza (poultry) (2006-2021),H7N6,Domestic,Birds,-,-,-,344540,Animal,5534,339006,0,5534
2016,Jul-Dec 2016,Americas,Mexico,Jalisco,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2016,Jul-Dec 2016,Americas,Mexico,Puebla,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2016,Jul-Dec 2016,Europe,Denmark,East,Low pathogenic avian influenza (poultry) (2006-2021),H7N7,Domestic,Birds,-,-,-,2968,Animal,0,2968,0,0
2016,Jul-Dec 2016,Europe,Netherlands,Friesland,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2017,Jan-Jun 2017,Africa,Algeria,Ghardaia,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H7N1,Wild,Black-winged Stilt,-,-,-,-,Animal,0,0,0,0
2017,Jan-Jun 2017,Africa,Algeria,Ghardaia,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H7N1,Wild,Common Coot,-,-,-,-,Animal,0,0,0,0
2017,Jan-Jun 2017,Africa,Algeria,Ghardaia,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H7N1,Wild,Common Moorhen,-,-,-,-,Animal,0,0,0,0
2017,Jan-Jun 2017,Africa,Algeria,Ghardaia,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H7N1,Wild,Common ringed plover,-,-,-,-,Animal,0,0,0,0
2017,Jan-Jun 2017,Africa,Algeria,Ghardaia,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H7N1,Wild,Common Teal,-,-,-,-,Animal,0,0,0,0
2017,Jan-Jun 2017,Africa,Algeria,Ghardaia,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H7N1,Wild,Eurasian Spoonbill,-,-,-,-,Animal,0,0,0,0
2017,Jan-Jun 2017,Africa,Algeria,Ghardaia,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H7N1,Wild,Ferruginous Pochard,-,-,-,-,Animal,0,0,0,0
2017,Jan-Jun 2017,Africa,Algeria,Ghardaia,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H7N1,Wild,Gadwall,-,-,-,-,Animal,0,0,0,0
2017,Jan-Jun 2017,Africa,Algeria,Ghardaia,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H7N1,Wild,Glossy Ibis,-,-,-,-,Animal,0,0,0,0
2017,Jan-Jun 2017,Africa,Algeria,Ghardaia,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H7N1,Wild,Green Sandpiper,-,-,-,-,Animal,0,0,0,0
2017,Jan-Jun 2017,Africa,Algeria,Ghardaia,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H7N1,Wild,Grey Heron,-,-,-,-,Animal,0,0,0,0
2017,Jan-Jun 2017,Africa,Algeria,Ghardaia,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H7N1,Wild,Kentish plover,-,-,-,-,Animal,0,0,0,0
2017,Jan-Jun 2017,Africa,Algeria,Ghardaia,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H7N1,Wild,Laridae (unidentified),-,-,-,-,Animal,0,0,0,0
2017,Jan-Jun 2017,Africa,Algeria,Ghardaia,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H7N1,Wild,Little Egret,-,-,-,-,Animal,0,0,0,0
2017,Jan-Jun 2017,Africa,Algeria,Ghardaia,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H7N1,Wild,Little ringed plover,-,-,-,-,Animal,0,0,0,0
2017,Jan-Jun 2017,Africa,Algeria,Ghardaia,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H7N1,Wild,Little stint,-,-,-,-,Animal,0,0,0,0
2017,Jan-Jun 2017,Africa,Algeria,Ghardaia,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H7N1,Wild,Mallard,-,-,-,-,Animal,0,0,0,0
2017,Jan-Jun 2017,Africa,Algeria,Ghardaia,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H7N1,Wild,Marbled teal,-,-,-,-,Animal,0,0,0,0
2017,Jan-Jun 2017,Africa,Algeria,Ghardaia,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H7N1,Wild,Northern Shoveler,-,-,-,-,Animal,0,0,0,0
2017,Jan-Jun 2017,Africa,Algeria,Ghardaia,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H7N1,Wild,Pied avocet,-,-,-,-,Animal,0,0,0,0
2017,Jan-Jun 2017,Africa,Algeria,Ghardaia,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H7N1,Wild,Ruddy Shelduck,-,-,-,-,Animal,0,0,0,0
2017,Jan-Jun 2017,Africa,Algeria,Ghardaia,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H7N1,Wild,Ruff,-,-,-,-,Animal,0,0,0,0
2017,Jan-Jun 2017,Africa,Algeria,Ghardaia,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H7N1,Wild,Wood Sandpiper,-,-,-,-,Animal,0,0,0,0
2017,Jan-Jun 2017,Africa,Libya,Al Fatih,Low pathogenic avian influenza (poultry) (2006-2021),H7,Domestic,Birds,-,-,-,220,Animal,1,220,0,0
2017,Jan-Jun 2017,Africa,Libya,Gharyan,Low pathogenic avian influenza (poultry) (2006-2021),H7,Domestic,Birds,-,-,-,20,Animal,0,19,0,1
2017,Jan-Jun 2017,Africa,South Africa,Western Cape Province,Low pathogenic avian influenza (poultry) (2006-2021),H5N2;H7N2,Domestic,Birds,-,-,-,906,Animal,79,0,0,0
2017,Jan-Jun 2017,Americas,Chile,Valparaiso,Low pathogenic avian influenza (poultry) (2006-2021),H7N6,Domestic,Birds,-,-,-,35897,Animal,108,35794,0,103
2017,Jan-Jun 2017,Americas,Mexico,Jalisco,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,151132,Animal,10,0,151132,0
2017,Jan-Jun 2017,Americas,United States of America,Alabama,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,65931,Animal,0,65931,0,0
2017,Jan-Jun 2017,Americas,United States of America,Georgia,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,18000,Animal,0,18000,0,0
2017,Jan-Jun 2017,Americas,United States of America,Kentucky,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,22000,Animal,0,22000,0,0
2017,Jan-Jun 2017,Americas,United States of America,Tennessee,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7 (N untyped);H7N9,Domestic,Birds,-,-,-,74000,Animal,0,73300,0,700
2017,Jan-Jun 2017,Americas,United States of America,Tennessee,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,16500,Animal,0,16500,0,0
2017,Jan-Jun 2017,Asia,Cambodia,Kg. Thom,Low pathogenic avian influenza (poultry) (2006-2021),H7N3,Domestic,Birds,-,-,-,4000,Animal,3700,0,300,3700
2017,Jan-Jun 2017,Asia,China (People's Rep. of),Hebei,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N9,Domestic,Birds,-,-,-,20317,Animal,8500,15317,0,5000
2017,Jan-Jun 2017,Asia,China (People's Rep. of),Heilongjiang,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N9,Domestic,Birds,-,-,-,57751,Animal,20150,38251,0,19500
2017,Jan-Jun 2017,Asia,China (People's Rep. of),Henan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N9,Domestic,Birds,-,-,-,77040,Animal,7500,71270,0,5770
2017,Jan-Jun 2017,Asia,China (People's Rep. of),Hunan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N9,Domestic,Birds,-,-,-,189676,Animal,29760,171179,0,18497
2017,Jan-Jun 2017,Asia,China (People's Rep. of),Inner Mongolia,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N9,Domestic,Birds,-,-,-,63406,Animal,63406,25824,0,37582
2017,Jan-Jun 2017,Asia,China (People's Rep. of),Shaanxi,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N9,Domestic,Birds,-,-,-,1085661,Animal,31700,23000,0,22000
2017,Jan-Jun 2017,Asia,China (People's Rep. of),Tianjin,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N9,Domestic,Birds,-,-,-,93150,Animal,10000,87150,0,6000
2017,Jan-Jun 2017,Europe,France,Indre,Low pathogenic avian influenza (poultry) (2006-2021),H7,Domestic,Birds,-,-,-,4980,Animal,0,4980,0,0
2017,Jan-Jun 2017,Europe,Netherlands,Friesland,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2017,Jul-Dec 2017,Africa,Libya,Al Fatih,Low pathogenic avian influenza (poultry) (2006-2021),H7,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2017,Jul-Dec 2017,Africa,Libya,Gharyan,Low pathogenic avian influenza (poultry) (2006-2021),H7,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2017,Jul-Dec 2017,Africa,South Africa,Western Cape Province,Low pathogenic avian influenza (poultry) (2006-2021),H5N2;H7N2,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2017,Jul-Dec 2017,Americas,United States of America,Tennessee,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2017,Jul-Dec 2017,Asia,China (People's Rep. of),Anhui,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N9,Domestic,Birds,-,-,-,75373,Animal,1368,74463,0,910
2017,Jul-Dec 2017,Asia,China (People's Rep. of),Hebei,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2017,Jul-Dec 2017,Asia,China (People's Rep. of),Heilongjiang,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2017,Jul-Dec 2017,Asia,China (People's Rep. of),Henan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2017,Jul-Dec 2017,Asia,China (People's Rep. of),Hunan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2017,Jul-Dec 2017,Asia,China (People's Rep. of),Inner Mongolia,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1;H7N9,Domestic,Birds,-,-,-,81500,Animal,35000,66500,0,15000
2017,Jul-Dec 2017,Asia,China (People's Rep. of),Inner Mongolia,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2017,Jul-Dec 2017,Asia,China (People's Rep. of),Shanxi,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2017,Jul-Dec 2017,Asia,China (People's Rep. of),Tianjin,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2017,Jul-Dec 2017,Asia,Chinese Taipei,Yunlin County,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N2;H7N3,Domestic,Birds,-,-,-,43990,Animal,6045,37945,0,6045
2018,Jan-Jun 2018,Africa,South Africa,Western Cape Province,Low pathogenic avian influenza (poultry) (2006-2021),H5N2;H7N2,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2018,Jan-Jun 2018,Americas,Mexico,Guanajuato,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,2020,Animal,1450,570,0,1450
2018,Jan-Jun 2018,Americas,Mexico,Queretaro,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,5234,Animal,3133,2101,0,3133
2018,Jan-Jun 2018,Americas,United States of America,Missouri,Low pathogenic avian influenza (poultry) (2006-2021),H7N1,Domestic,Birds,-,-,-,20000,Animal,0,0,20000,0
2018,Jan-Jun 2018,Americas,United States of America,Texas,Low pathogenic avian influenza (poultry) (2006-2021),H7N1,Domestic,Birds,-,-,-,24091,Animal,0,24091,0,0
2018,Jan-Jun 2018,Asia,Cambodia,Phnom Penh,Low pathogenic avian influenza (poultry) (2006-2021),H7N4,Domestic,Birds,2843,62362,1,100,Animal,10,10,90,0
2018,Jan-Jun 2018,Asia,Cambodia,Prey Veng,Low pathogenic avian influenza (poultry) (2006-2021),H7N4,Domestic,Birds,2843,62363,1,100,Animal,10,10,90,0
2018,Jan-Jun 2018,Asia,Cambodia,Takeo,Low pathogenic avian influenza (poultry) (2006-2021),H7N4,Domestic,Birds,2843,62351,1,100,Animal,10,10,90,0
2018,Jan-Jun 2018,Asia,China (People's Rep. of),Liaoning,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N9,Domestic,Birds,-,-,-,17000,Animal,11000,8000,0,9000
2018,Jan-Jun 2018,Asia,China (People's Rep. of),Ningxia,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N9,Domestic,Birds,-,-,-,99578,Animal,4200,96783,0,2795
2018,Jan-Jun 2018,Asia,China (People's Rep. of),Shaanxi,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N9,Domestic,Birds,-,-,-,1000,Animal,1000,190,0,810
2018,Jan-Jun 2018,Asia,China (People's Rep. of),Shanxi,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N9,Domestic,Birds,-,-,-,6374,Animal,812,5675,0,699
2018,Jan-Jun 2018,Europe,France,Val-D'Oise,Low pathogenic avian influenza (poultry) (2006-2021),H7N7,Domestic,Birds,-,-,-,10500,Animal,0,0,0,0
2018,Jul-Dec 2018,Americas,Mexico,Guanajuato,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,60,Animal,35,25,0,35
2018,Jul-Dec 2018,Americas,Mexico,Queretaro,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,2604,Animal,1563,1041,0,1563
2018,Jul-Dec 2018,Americas,United States of America,California,Low pathogenic avian influenza (poultry) (2006-2021),H7N3,Domestic,Birds,-,-,-,208820,Animal,0,61420,116000,0
2018,Jul-Dec 2018,Asia,China (People's Rep. of),Ningxia,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2018,Jul-Dec 2018,Asia,China (People's Rep. of),Shaanxi,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2018,Jul-Dec 2018,Asia,China (People's Rep. of),Shanxi,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2018,Jul-Dec 2018,Europe,France,Val-D'Oise,Low pathogenic avian influenza (poultry) (2006-2021),H7N7,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2019,Jan-Jun 2019,Africa,South Africa,Free State,Low pathogenic avian influenza (poultry) (2006-2021),H7N2,Domestic,Birds,-,-,-,4372,Animal,75,1,0,0
2019,Jan-Jun 2019,Americas,Mexico,Guanajuato,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,50,Animal,30,25,0,25
2019,Jan-Jun 2019,Americas,Mexico,Guerrero,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,88,Animal,38,59,0,29
2019,Jan-Jun 2019,Americas,Mexico,Hidalgo,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,2919,Animal,2378,597,0,2322
2019,Jan-Jun 2019,Americas,Mexico,Jalisco,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,2447,Animal,2247,1917,0,530
2019,Jan-Jun 2019,Americas,Mexico,Mexico,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,440,Animal,440,60,0,380
2019,Jan-Jun 2019,Americas,Mexico,Queretaro,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,414918,Animal,2871,135212,277264,2442
2019,Jan-Jun 2019,Americas,Mexico,Tlaxcala,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,10,Animal,5,5,0,5
2019,Jan-Jun 2019,Americas,Mexico,Veracruz,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,25,Animal,13,22,0,3
2019,Jan-Jun 2019,Americas,United States of America,California,Low pathogenic avian influenza (poultry) (2006-2021),H5;H7N3,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2019,Jan-Jun 2019,Americas,United States of America,California,Low pathogenic avian influenza (poultry) (2006-2021),H7N3,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2019,Jan-Jun 2019,Asia,Cambodia,Phnom Penh,Low pathogenic avian influenza (poultry) (2006-2021),H7N4,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2019,Jan-Jun 2019,Asia,Cambodia,Prey Veng,Low pathogenic avian influenza (poultry) (2006-2021),H7N4,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2019,Jan-Jun 2019,Asia,Cambodia,Takeo,Low pathogenic avian influenza (poultry) (2006-2021),H7N4,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2019,Jan-Jun 2019,Asia,China (People's Rep. of),Liaoning,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H7N9,Domestic,,-,-,1,-,-,0,0,0,0
2019,Jan-Jun 2019,Asia,China (People's Rep. of),Liaoning,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H7N9,Wild,Indian Peafowl,-,-,-,394,Animal,9,191,0,9
